,index,name,address,rating,author,text,review_rating,neg,neu,pos,compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
2570,2580,taïm mediterranean kitchen,"64 W 22nd St, New York, NY 10010, USA",4.2,B E,"Really yummy falafel pita sandwich 🥙
Good flavor and I like that I could add garlic toum, pickles and all the other toppings.
You can order at the self-serve order stations they have around the small place. A few seats inside and a table outside for seating. Everyone was friendly.
Apple Pay accepted.",4.0,0.084,0.678,0.238,0.853,0.0028559873,0.023289472,0.9738546,0.98121536
2571,2581,taïm mediterranean kitchen,"64 W 22nd St, New York, NY 10010, USA",4.2,Michele Kaufman,"The food is always ready when expected, fresh and delicious. It is also very healthy. It is my new local ""go to"" when I want something really delicious. They have excellent customer service too!",5.0,0.0,0.559,0.441,0.9611,0.0035267863,0.010827187,0.98564607,0.9857695
2572,2582,taïm mediterranean kitchen,"64 W 22nd St, New York, NY 10010, USA",4.2,Taylor Snipes,"A great fast causal Mediterranean option in the city! The service is always quick. I typically order ahead and pick it up myself and it’s always ready on time. I’m a big fan of the customizable bowl. I usually get creamy hummus and rice as my base, chicken shawarma as my main, and chickpeas, toasted almonds, hot peppers, pickled onions and crispy shallots on top. They have some really good premium add ons as well.",5.0,0.0,0.8,0.2,0.9358,0.0026449207,0.023174567,0.9741805,0.98180044
2573,2583,taïm mediterranean kitchen,"64 W 22nd St, New York, NY 10010, USA",4.2,Sugah Lyrics,Been looking for an authentic falafel and last week I found my place located of 23rd and 6th Ave. Food and customer service is great especially Ramel he was awesome!,5.0,0.0,0.761,0.239,0.8588,0.002721322,0.015973765,0.98130494,0.9852098
2574,2584,bōm,"17 W 19th St, New York, NY 10011, USA",4.8,ricky chang,"I wanted to like this restaurant, I really did.

The total cost was well over Per Se, Cote and Blue Hill at Stone Barns and Jean Georges.  So be mindful of that.  That said I don’t think it was worth it because of the dining environment.

The service was on point. Caring but not intrusive. Not condescending as some other fine dining restaurants may be. Staff was all knowledgeable and easy to chat with.

Food was very good and watching them cook was equally as entertaining. Each dish was prepared with passion, effort and patience.

What made me dislike the restaurant, and I can’t completely fault them for this, is there was a group of 4 next to us that was just causing an absolute ruckus. It was loud.  Fast food type loud.  While it’s not entirely their fault they should’ve made some sort of effort to calm them down or ask them to bring it down just a touch.

While the cooking and food preparation was there for me the atmosphere just didn’t do it for me. If you’re going to spend this much I recommend Blue Hill which has a certain clientele that it attracts.",3.0,0.051,0.77,0.179,0.9761,0.29973626,0.44054496,0.25971875,0.030386835
2576,2586,bōm,"17 W 19th St, New York, NY 10011, USA",4.8,Patrick Wong,"TLDR: Bom gets it right. While a bit of a splurge, it's the right balance of a celebratory meal that feels luxurious yet still refined. For a beef-centric meal, you won't have crazy meat sweats but you'll still feel like you got your money's worth.

Tucked behind of Oiji Mi - I'm surprised it's taken me this long to write this review. For a tasting that's got beef top of mind, it's not overly beefy. In fact, the first several courses showcase the team's skill with seafood dishes.

The starter plate with a crispy seaweed tartare bite, two caviar-esque tartlets, a marinated sashimi component. You might actually think this was a kaiseki/omakase meal if it were not the Frenchy elements.

As you progress through the first parts of the meal, your proteins for the evening are showcased and are grilled table side as you make your way to the beef portion. A steamed-egg custard with crab, it almost tastes like a Cantonese dish. An abalone plate with wild rice, a ginger scallion fish with broth. You almost forget that this is a beef-themed tasting and then, that part arrives.

Two pieces one with sea urchin roe and the other with caviar. So tender, salty, briny, perfect. Next a rice bowl with ikura, gamtae seaweed, marinated beef. Mix it up and enjoy. After a beef course with fermented veggies, then the wagyu which is served more French-ish. The final savory part was a tray with rice, crispy seaweed, soup, all different types of sauces to make miniature hand rolls if you will.

The desserts were just as good as the savory part. Again, more of a special occasion kind of spot but it's a proper way to splurge.",5.0,0.006,0.859,0.135,0.99,0.014862393,0.18438871,0.80074894,0.8706497
2577,2587,bōm,"17 W 19th St, New York, NY 10011, USA",4.8,Amy Shin,"This spot wins first place as far as Korean fine dining goes. The explanation of each beef cut really enhanced the overall taste and experience, especially when comparing dry and wet aged side to side. My only comment is that the dessert was slightly disappointing- not as good as Oiji Mi. While the overall quality of the main dishes were over the roof, the only thing they lacked was the dessert. But overall, a great meal!",5.0,0.062,0.822,0.116,0.7569,0.008098929,0.035868227,0.9560329,0.9618186
2578,2588,bōm,"17 W 19th St, New York, NY 10011, USA",4.8,Nathaniel J. Padre,"I’ve been to most Korean fine dining restaurants in the city and I can comfortably say that the majority of the bōm menu was as good as some of the best experiences I’ve had. However, not sure if the entire menu was worth.

My favorites of the current menu were: the bluefin tuna “taco”; the sablefish with daikon broth and meyer lemon; the nuruk-aged beef with caviar; the wagyu galbi; and the dry aged beef. I think the nuruk-aged beef was probably one of the best bites of beef I have ever had.

For me, experience felt two Michelin - until I had the hansang charim. I was a little confused; after all the amazing food and the buildup we had, the savory courses ended with a daikon beef soup, rice, and kimchi. It was like an elevated version of what I had at my friend’s places growing up and while I appreciated the nostalgia, I felt as if there was no climax to the meal after all the crescendo. I will say that I needed the bulk of the soup and rice to make me full.

While I thought the desserts were good, I think that Oiji Mi’s are better.

Overall, some of the best bites I’ve had so I’m giving it 5 stars, but for cheaper or equivalent price, I think you should try the other Korean fine dining places in NYC first or maybe wait another season to try bōm.",5.0,0.019,0.848,0.133,0.9681,0.05489756,0.28339958,0.6617028,0.7210563
2579,2589,Rezdôra,"27 E 20th St, New York, NY 10003, USA",4.3,Irina Gushchina,"I came across this place in Time Out, where it was named ""the best Italian restaurant in the city,"" so my expectations were high. Thankfully, the experience lived up to most of them. The interior is simple yet elegant, without any pretentious or tacky elements. The host was friendly and welcoming, and the service was quick and flawless overall. I was seated at the bar, which offers the same dinner menu options. The bartender was polite, accommodating, and a genuinely nice guy.

However, the only aspect that didn't meet my expectations was the food itself. I ordered the pasta dish called ""Grandma walking through the forest,"" and while it was okay, it didn't taste particularly delicious. In all honesty, I've had much better pasta in my life. The cheese for dessert was good, especially when paired with the selection of additional items like nuts, crackers, and jam. Considering the relatively high price (two dishes and two glasses of Prosecco for over 100 dollars), I would have expected more impressive food. Despite this, it was still a pleasant experience.",4.0,0.027,0.764,0.209,0.9883,0.010514976,0.053565826,0.93591917,0.94692963
2580,2590,Rezdôra,"27 E 20th St, New York, NY 10003, USA",4.3,Pain,"Came for the food, was disappointed. I’ll talk about each dish served. Burrata (antipasto) too rich. I was struggling to finish the dish, and felt unpleasant eating it. Bread would be a must with that one. The cured meat served with the dish was just too salty and did not work. The main dishes were disappointing. I had the “modenese vacationing in rome”. It was dry, salty, loaded with cheese. Not to mention quite a small portion. I’ve had better pasta almost anywhere else. My friend had the verde on verde on verde. Cool name but he said it was not good. Lastly, the dessert. We had all four flavors of gelato on the menu. The olive oil ice cream was horrible. Why is that a thing? Two of the other flavors were really good, but I couldn’t even tell which was which. Maybe a skill issue on our end. Overall, terribly overpriced for the quality of food we were served. The service was nice and it was packed around 12:30 pm on Saturday. Reservations seem the way to go if you want to come still. We paid $140 after tax and tip for two of us. Will not be coming back.",2.0,0.11,0.83,0.06,-0.9156,0.8781464,0.10775758,0.014096041,-1.2492448
2581,2591,Rezdôra,"27 E 20th St, New York, NY 10003, USA",4.3,René R.,"Been here a handful of times since it’s opened and it hasn’t disappointed. Everything is tasty and the staff are very kind and considerate. I have an allergy and they went above and beyond to make sure I didn’t have a reaction. The taste:cost ratio here and for me personally, left me feeling quite satisfied and full.

One of my NYC staples – highly recommended.",4.0,0.043,0.737,0.22,0.8944,0.012506224,0.037048828,0.95044494,0.95021003
2582,2592,Rezdôra,"27 E 20th St, New York, NY 10003, USA",4.3,Mindy Lai,"Went right at 5pm to have dinner at the bar and there wasn’t a wait. But DEFINITELY go at that time or earlier so you can eat!

Opened with the salad and worked our way through it all to dessert. Everything was phenomenal and the pastas were just perfect. There really isn’t anything you can compare it to because it’s HOMEMADE!",5.0,0.0,0.849,0.151,0.9059,0.0065098326,0.06513279,0.9283574,0.95115906
2583,2593,Rezdôra,"27 E 20th St, New York, NY 10003, USA",4.3,Helena Li,"Excellent execution on all items. The menu is meant to be ordered the Italian way - starting with the antipasti then primi then secondi. If you just order a pasta you will be disappointed.

We started with the mozzarella di bufala DOP (8/10) and garlic bread (8.5/10), gnocco fritto (really amazing) (9/10) and worked our way to two primi pastas - gramigna giallo e verde (8/10) and also tried the grandma walking through the forest with Emilia ( creative and well crafted but wasn’t my flavor profile very creamy and heavy 6/10) and ended with cow grazing in Emilia romagna (9/10) and the black bass (felt over cooked and too greasy /salty 4/10) and the sunchoke millefoglie (8/10).

We were very full by the end. Could’ve skipped out on one secondi - prob shared the steak between the two of us and that would have been perfect.

Very lively for a Monday night crowd even at 10pm! Would come back again with friends.",5.0,0.012,0.857,0.132,0.9669,0.061431933,0.26148784,0.6770802,0.71567625
2584,2594,wagamama,"210 fifth avenue, W 26th St at, New York, NY 10010, USA",4.2,Charmica Bernette,"Andre our server was great. The food was fantastic, however, if you are afraid of spicy food beware!!

My favorite was the bang, bang cauliflower and the green drink. Delicious.

All of the food was extremely flavorful and filling!",5.0,0.0,0.696,0.304,0.9458,0.013398638,0.033960573,0.9526408,0.9495231
2585,2595,wagamama,"210 fifth avenue, W 26th St at, New York, NY 10010, USA",4.2,Carla Aparicio,"I had a wonderful lunch experience here. I was looking for a quiet place to unwind for my lunch break and found it. The servers were warm, attentive. The service was fast and I was out of there in less than 1 hour. Had a delicious fresh pressed juice, tuna tataki appetizer, the chicken curry katsu as my main course. The food is indeed nourishing, fresh and I can't wait to come back again to try their salad. Thank you for a wonderful lunch break experience.",5.0,0.0,0.777,0.223,0.959,0.0034640294,0.012541141,0.98399484,0.9850694
2586,2596,wagamama,"210 fifth avenue, W 26th St at, New York, NY 10010, USA",4.2,Kalpa Taru,My first time and dying to return again. Nice simple classy place and great location. Food was amazing and of great quality. The colors of food served in elegant plates/ bowl  turns the food in piece of art. Glad we stopped by.,5.0,0.032,0.57,0.399,0.9716,0.0041653337,0.01046224,0.98537236,0.9843555
2587,2597,wagamama,"210 fifth avenue, W 26th St at, New York, NY 10010, USA",4.2,theDSsucks,"Weekday dining is great. No crowds, not loud and a chill environment. Ive had better Katsu elsewhere but the edemame and cauliflower bites were excellent. Strongly recommend. Staff was excellent but couldn’t keep up with our water requests. Next time just leave the bottle dude.",5.0,0.049,0.606,0.345,0.9618,0.013964174,0.047841292,0.9381946,0.94116896
2588,2598,wagamama,"210 fifth avenue, W 26th St at, New York, NY 10010, USA",4.2,Ore Adaramola,"Nestled conveniently next to a frequented gym, Wagamama proves to be a delightful culinary haven, exceeding expectations with its excellence in service and cuisine. From the moment of arrival, the friendly and welcoming staff set the stage for an exceptional dining experience.

For lunch, a delectable array of starters graced the table, including edamame, Korean fried wings, and chicken gyoza dumplings. While the Korean fried wings fell short of expectations, lacking the desired crunch, the chicken gyoza dumplings delighted with their exquisite flavor and satisfying texture, leaving taste buds yearning for more.

As the culinary journey continued, the Korean tantanmen beef brisket ramen took center stage as the main course. This flavorful masterpiece struck the perfect balance, delivering a harmonious blend of spices and seasonings without overwhelming the palate. Each bite was a symphony of flavors, seasoned to perfection and leaving a lasting impression.

The impeccable service further elevated the dining experience, with Sam, the server, shining as a beacon of politeness, helpfulness, and culinary knowledge. His attentive nature and expertise added a personal touch to the meal, ensuring every need was met with precision and care.

In conclusion, Wagamama promises an unforgettable dining experience, with its delicious cuisine, exemplary service, and inviting ambiance. With a menu curated to satisfy discerning palates and a staff dedicated to ensuring guest satisfaction, a return visit is not just an option but a necessity for those seeking culinary bliss.",5.0,0.015,0.77,0.215,0.9904,0.0026672066,0.03776301,0.9595698,0.9744505
2589,2599,Bonito,"31 W 17th St, New York, NY 10011, USA",4.6,Tirza Braun,"Experience romance at its finest in NYC at Bonito. From the intimate ambiance to the delectable cuisine, every moment here is enchanting. Perfect for a romantic dinner with your loved one. Highly recommended!",5.0,0.0,0.563,0.437,0.9647,0.0028154186,0.011167676,0.9860169,0.98737764
2590,2600,Bonito,"31 W 17th St, New York, NY 10011, USA",4.6,Sara Tobi,Love this place one of my fave restaurants. My favorite dishes are the short rib cigars and tuna crispy rice. The vibe is great feels intimate and such good service it’s the one restaurant I keep going back to.,5.0,0.0,0.659,0.341,0.9524,0.0032172052,0.008477161,0.9883057,0.98771846
2591,2601,Bonito,"31 W 17th St, New York, NY 10011, USA",4.6,Jeremy Cooper,"Bonito has to be the most underrated kosher Manhattan restaurant. We had a great time last night feasting on their signature tapas. The must orders are - crispy rice (sushi menu), brussel sprouts, papas con pato, gnocchi and apple pudding.

We staycationed at Hotel Chelsea nearby which I highly recommend.",5.0,0.0,0.867,0.133,0.7841,0.0025580772,0.013492937,0.983949,0.98685837
2592,2602,Bonito,"31 W 17th St, New York, NY 10011, USA",4.6,Rachel Rubin,"Bonito is a must visit - the ambiance is spectacular. The portions are plentiful. The servers are make great recommendation based on your taste. Special shout out to our favorite server, Jacob, who has helped us on multiple occasions! He is cheerful friendly, and super knowledgeable.

If you are lucky enough to go on a night when the tempura cauliflower with general Tso sauce is on special, definitely get it.

Highly recommend the Eugene cocktail it is fresh and bright! The dried dragonfruit is a nice touch.

Other highlights include the Toro nigiri, the arugula salad, and the brussels sprouts. Oh, and how can I forget the lamb chops?! they are to die for.",5.0,0.041,0.671,0.287,0.9867,0.0031614315,0.011345209,0.98549336,0.9864238
2593,2603,Bonito,"31 W 17th St, New York, NY 10011, USA",4.6,Gregory Aubrey,"We came here with 2 other couples and had an absolute blast. This is was their first time at the restaurant and our third (clearly we love it!), and what more can be said other than the fact that this restaurant hits it out of the park on ALL levels! The food was flavorful, delicious, and cooked perfectly, with super creative cocktails to enjoy along with the food. We ordered some sushi as well which was so fresh and seasoned to perfection. Service was friendly and professional, with a knowledgeable staff. Ambiance was fantastic as well. I’ll let the pictures do the talking, but this is a must on your list. Thank you Bonito!",5.0,0.0,0.765,0.235,0.9751,0.00268414,0.009210765,0.98810506,0.98868424
2594,2604,Pret A Manger,"655 6th Ave, New York, NY 10010, USA",4.1,Assaf Rutenberg,I'm a big fan of Pret's tuna sandwich as well as their oatmeal. The staff is very friendly and the prices are reasonable. They also donate uneaten food to the needy at the end of the day. A great addition to the chains in New York city.,4.0,0.044,0.735,0.22,0.8622,0.0038015307,0.015199743,0.9809987,0.98289627
2595,2605,Pret A Manger,"655 6th Ave, New York, NY 10010, USA",4.1,yolanda sweeney,The staff member Mr. James is very nice and professional the rest of the staff as well. Very friendly  atmosphere and the Chai Latte is the best.,5.0,0.0,0.641,0.359,0.9167,0.0035777153,0.014837699,0.98158455,0.9836368
2596,2606,Pret A Manger,"655 6th Ave, New York, NY 10010, USA",4.1,superluck,terribly rude staff - they handed me napkins to use in the bathroom when I informed them they were all out of toilet paper! absolutely unprofessional and disgusting. i’m a Pret member but i will not come back to this gross location.,1.0,0.3,0.7,0.0,-0.921,0.93925714,0.054860674,0.005882162,-1.3755733
2597,2607,Pret A Manger,"655 6th Ave, New York, NY 10010, USA",4.1,ym10203040,This employee is the most raciest that exists. The employee named E***k is VERY OFFENSIVE. What does this employee behind the counter think? 20th and 6th Avenue.,1.0,0.155,0.845,0.0,-0.6965,0.94449174,0.04904975,0.0064584836,-1.3857541
2598,2608,Pret A Manger,"655 6th Ave, New York, NY 10010, USA",4.1,Kanushree Jain,I really like this Pret location cuz there’s always lots of space to sit. The service is quick and they are more likely to have their items in stock than not! The staff is great and the interior is welcoming!,4.0,0.0,0.776,0.224,0.8854,0.0059027644,0.020610908,0.97348636,0.9749377
2599,2609,odo,"17 W 20th St, New York, NY 10011, USA",4.5,Priscilla V,"The chefs counter experience at odo is very intimate with a small number of diners, direct view of the food prep, and a very kind host. Time really flies quickly.

The food is very down to earth, light, and doesn’t leave you overly full. Sashimi is very good. I think most things are not heavily seasoned and you’re left to find the natural flavours of the ingredients. It’s a nice experience but I would just left wanting a bit more given the price tag and comparing to other tasting menus at this range. The non alcoholic menu is very decent.",4.0,0.011,0.895,0.094,0.7305,0.006728444,0.035921123,0.95735043,0.9652183
2600,2610,odo,"17 W 20th St, New York, NY 10011, USA",4.5,啵泥儿Bonnie,"I was just very disappointed by the quality of the lunch menu. The Long Island duck was tough. I chewed the piece for 30 seconds and decided not to swallow. Felt guilty for wasting the food. The mushroom sides were not pairing at all. I don’t event want to mention the plating of this dish (p1). The uni over egg has strong citrus flavor. It was too strong that covered the sweetness of the uni. The dessert was also disappointing. Even though it may have better ingredients, there is nothing more but McDonald Strawberry Sundays. The other dishes were not bad, but not stunning.

I understand that Odo wants to attract more customers with her lunch menu, but this is just very disappointing and making alternative effects to the customers. As a Michelin star restaurant, this menu is totally foolish. As a foodie, I really recommend the restaurant to remove this session and focus more on the high-end dinner sessions.

When people take a 6-hour flight from Los Angeles only for your dish, this menu should not exist.",1.0,0.1,0.795,0.104,0.1907,0.8961848,0.092313275,0.011501952,-1.2866186
2601,2611,odo,"17 W 20th St, New York, NY 10011, USA",4.5,Kirsten Chong,"Came here for my birthday lunch a while ago and I am still savoring the experience. The dishes were on the lighter side and the freshness / quality of the ingredients really shines. Everything was immaculately prepared to perfection with the right combination of ingredients. I thought the lunch was a good deal, if you are not ready to commit $300+ I suggest giving their lunch a try.

Open kitchen was a nice touch too, so fun to watch.",5.0,0.047,0.742,0.211,0.9318,0.0039310763,0.018482711,0.97758627,0.980931
2602,2612,odo,"17 W 20th St, New York, NY 10011, USA",4.5,Tim C.,"The restaurant is such a great hidden gem. It’s hard to find at first since it’s hidden behind a bar.  After noticing several details there I really appreciated the incredible design of the space.

The counter seating is amazing with great intimacy allowing views of the chefs that prepare the food right in front of you.  All of the dishes are prepared with incredible precision and the flavor combinations are simply perfect.  The server for the evening was incredibly knowledgeable and the hospitality was just amazing.  At the end of the meal, chef Odo even threw in a little bit of extra special treat with the left over rice for us to take home.

Unfortunately, the evening was ruined by two incredibly rude diners next to us who had loud conversations and even took a phone call during meal service.  Thankfully the incredible hospitality and food more than made up for it.

All in all it was such an amazing experience and I would highly recommend this place! We will be back for more!",5.0,0.05,0.75,0.199,0.9851,0.0057136756,0.025759585,0.9685268,0.9728361
2603,2613,odo,"17 W 20th St, New York, NY 10011, USA",4.5,Joyce Lang,"After entering the Hall, you will be guided to the speakeasy chef counter. The Chawanmushi is the best I have ever had topped with fresh sweet sea urchins from Hokkaido and lightly salty firm white sturgeon caviar still cool though sit in the warm soup. Tender peeled asparagus (could be the root ;)) add that touch of spring right away. When started to scoop up the soup, I started to realize there is more to enjoy the sweet delicate Crab meet thin strings. There are more crab strings mixed in the smooth and silky egg custard. The appetizer also has a dash of orange peel which added a hearty and flavourful twist to the dish in addition to the hair thin scallion and other herbs. From colour, presentation to taste, it is a spring delight to enjoy. The only minor thing is I wish they provided a mother pearl spoon instead of a wood spoon to enjoy it.",4.0,0.0,0.789,0.211,0.9867,0.0029058894,0.059277017,0.9378171,0.9630968
2604,2614,Oiji Mi,"17 W 19th St, New York, NY 10011, USA",4.6,Clara R.,"I came here for my birthday dinner. The staff here were so friendly and helpful. They explained the tasting course thoroughly. The first course was a set of three little dishes and the rest was a sort of ""choose your own adventure"" type of thing. My brother, husband and I each ordered something different and we got to try most of the menu that way. The presentation was impeccable and the food was top notch. They presented me with a cute little birthday dessert with a candle. I would definitely recommend this place to everyone.",5.0,0.0,0.806,0.194,0.9551,0.0036705895,0.028869322,0.96746004,0.9763888
2605,2615,Oiji Mi,"17 W 19th St, New York, NY 10011, USA",4.6,Mandy,"We had an amazing dinner at Oiji Mi. Starting with 3 appetizers, all of them were excellent! My favorite was scallops with prawn. Bossam for 2 people came with oysters, and it was melting in my mouth. My octopus soup with noodles was one of the best dishes! The duck was very savory and sea bass was so crispy and the broth was really good.
Service was amazing as well. Everyone was so attentive and all the dishes were delivered very smoothly.
Highly highly recommended 👌🏻",5.0,0.0,0.74,0.26,0.9793,0.003690131,0.009579808,0.9867301,0.9859848
2606,2616,Oiji Mi,"17 W 19th St, New York, NY 10011, USA",4.6,Nicolas Arauz,"We stopped in without a reservation and were lucky to get a seat at the bar, this is a place that has been on our list since it opened and it did NOT disappoint. It was crowded on a Friday night.

Cocktails were a little on the sweet side, but well balanced; the wine list is well matched to the menu and of course they give expert advice. Staff was very attentive friendly and positive from start to finish.

The food was inventive, beautifully plated, perfectly seasoned and with just the right amount of heat. We did the five course tasting menu which is worth it for the first visit; if we went back I'd focus on a few key dishes. It's expensive but not out of bounds for the quality nor for a Michelin star restaurant in NYC.",5.0,0.009,0.776,0.215,0.9862,0.0058009727,0.045714434,0.94848454,0.9626403
2607,2617,Oiji Mi,"17 W 19th St, New York, NY 10011, USA",4.6,Paula,"I have been on a Korean cuisine kick lately and Oiji Mi doesn't disappoint. Their modern twist on Korean flavors was splendid, in addition to A+ service; the waiters were extremely knowledgeable about both the food and drinks being served. Additionally, the atmosphere and interior decor pleased the eye. I would definitely recommend this place and would eat here again.",5.0,0.0,0.786,0.214,0.921,0.003907096,0.012959202,0.98313373,0.98375267
2608,2618,Oiji Mi,"17 W 19th St, New York, NY 10011, USA",4.6,Mel J,"We came for dinner and had a great time. Too start, the cocktail list has plenty of good options  - our favorites were the 'lily' one which is fresh, floral with pisco, and the 'coniferous flip' mezcal one.
To start, everyone gets a three dish appetizer consisting of a bite of beef tartare, anchovy and pea egg custard, and prawn.
For the next four courses you have a choice from three options. We enjoyed the bo ssam with oyster, then the lobster ramyum and the Oiji Mi bowl with uni and shrimp on seaweed rice, and then the main entrees of dry aged duck and sea bass. Both came with flavorful broths which were delicious.
For dessert, we had the bingsu and the chocolate taco.
Service was attentive and polite. We had a great time and will be back!",5.0,0.0,0.843,0.157,0.9735,0.0019994604,0.018170374,0.97983015,0.98591614
2609,2619,Chipotle Mexican Grill,"680 6th Ave, New York, NY 10010, USA",4.0,Nehal Ahmed,"I recently started getting my lunches from this Chipotle. So far it has been a good experience. Ingredients are mostly fresh. I don’t get charged for salad dressing, which is a good sign. I go there before noon to avoid the peak rush hours.

But I have noticed the amount of Guacamole I get is inconsistent. Last time I got barely more than a quarter of a spoon. I have noticed this at other Chipotle too, you are at the mercy of whoever is serving you your bowl. But I get charged $3 regardless. Chipotle needs to come up with special Guacamole spoon to make it a standard.

The store is mostly clean and we maintained. There’s a nice seating area for dining in.",4.0,0.042,0.801,0.157,0.9371,0.013519322,0.083207384,0.9032733,0.924598
2610,2620,Chipotle Mexican Grill,"680 6th Ave, New York, NY 10010, USA",4.0,Freddie,"Go here after night class sometimes cuz it's open so late but the foods usually pretty bad. Edible but I only really go here cuz it's convient. It's disgusting inside, luckily I usually take my food to go. Today was like insane. Trash bin overflowing and trash everywhere when you walk in. (more the customers fault than the employees ig but still they should change out the bag if it's full). I was actually gonna sit in and eat that day but it was it was pretty packed and again it was disgusting. Also they just forgot who it my order for a minute, made my burrito wrapped it up and put it on the side. And then rang up a person behind me. And then when I was having trouble with my card they just kinda sat there. I have empathy as someone who worked in food and bev as they probably had a long shift but geez I think it was enough for me not to want to go back. I mean it's 12 dollars for a burrito!
Also since they make it fresh, I've had a few times where they're out of chicken when I go. It is usually 8 or 9 PM when I go so I can excuse that. But if you go be prepared for that.
go here if you really need a bite and nothing else is open. If you don't care about mediocre service you should be okay",2.0,0.111,0.793,0.097,-0.705,0.89746267,0.09442029,0.008117043,-1.2908669
2611,2621,Chipotle Mexican Grill,"680 6th Ave, New York, NY 10010, USA",4.0,임유빈,"They missed my online order. After I approached them, they ignored me and took two other customers without any direction, asked back for my name and location several times to finally print the receipt and make my order. 15 minutes after the promised time. No apologies, No explaination, not a word. Irresponsible and unkind staff.",1.0,0.184,0.737,0.079,-0.6802,0.9185243,0.076510616,0.004964962,-1.3345662
2612,2622,Chipotle Mexican Grill,"680 6th Ave, New York, NY 10010, USA",4.0,Milca Alicea,"When I ordered my tacos online, it was very disappointing. I opened the aluminum and saw no carnitas in one of them. It was made poorly for price being charged. Luckily I speak up and staff was very generous to remake the order.",3.0,0.152,0.709,0.14,0.1027,0.86866647,0.116540164,0.014793434,-1.2299362
2613,2623,Chipotle Mexican Grill,"680 6th Ave, New York, NY 10010, USA",4.0,Jayson Nolastname,"This Chipotle doesn't keep a clean sidewalk. The photo attached was taken during working hours. This is not a one-time issue with this business and its neighbor to the left.

Also, at this location, they are inconsistent with their portions. I remember when Chipotle was one of the best chains in NY. Chipotle, it's time to up your game.",1.0,0.037,0.893,0.069,0.4482,0.85086703,0.13828498,0.010847985,-1.1963102
2614,2624,Mictlan México,"17 Orchard St, New York, NY 10002, USA",4.5,J Anne,"I’ve been to Mictlan Mexico several times, their food is amazing and the service impeccable! Their staff is always so friendly and accommodating. They make a delish spicy margarita, and their shrimp tacos are out of this world!! Their guacamole is great too.
10/10 would recommend ✅",5.0,0.0,0.727,0.273,0.9468,0.004474548,0.008314238,0.9872112,0.9846565
2615,2625,Mictlan México,"17 Orchard St, New York, NY 10002, USA",4.5,angie gomez,"My favorite Mexican restaurant!!. Food is amazing, I’m a big fan of their shrimp ceviche and skirt steak (arrachera) with rice and beans, every time I order it tastes exactly the same. They make you feel like home. The waiters are so friendly and sweet and they always thank you with shots on the house. I decided to celebrate my birthday there and I asked for a special menu suggestion. They offered to prepare paella and bone marrow … OMG, it was the best food ever ever. Thank you guys for making my bday so special and for being so welcoming every time I visit.",5.0,0.0,0.671,0.329,0.991,0.0032390086,0.009416857,0.98734415,0.98719406
2616,2626,Mictlan México,"17 Orchard St, New York, NY 10002, USA",4.5,Muro Rojo,"I loved the warm and colorful Mexican style. We had tacos, my favorite were steak and carnitas. The service was nice and attentive. I can’t share photos of the food. It was so good that we ate it before to write this review!",5.0,0.0,0.662,0.338,0.9504,0.004018289,0.010126154,0.9858555,0.9848912
2617,2627,Mictlan México,"17 Orchard St, New York, NY 10002, USA",4.5,Troy Frantz,"Fun atmosphere, perfect for celebrations, excellent staff, great food!
I got the barbacoa, which isn't on the menu (goat doesn't get the attention among some audiences,) but is a Mexican weekend dinner specialty, and it was delicious!!!",5.0,0.0,0.658,0.342,0.9395,0.003795052,0.021809073,0.9743959,0.9796078
2618,2628,Mictlan México,"17 Orchard St, New York, NY 10002, USA",4.5,Bryan Stoops,"I dropped in this place with one of my kids for a quick meal before a movie. The food was delicious. I ordered a shrimp burrito and my daughter had beef tacos. The service and the ambiance were excellent, too. Mictlan Mexican is a really charming place with excellent service and great food!",5.0,0.0,0.682,0.318,0.9665,0.002184348,0.011600801,0.9862148,0.9887387
2619,2629,Forgtmenot,"138 Division St, New York, NY 10002, USA",4.6,Vivianne Barretto,I can't rate the food because on the day I went I didn't have any.  The place was full on Saturday which is when I stopped by.  The atmosphere is fun and lively but everyone is cool.  The bartender was nice.  The prices of the drinks are good.  There aren't too many beers on tap.  The place isn't very big but it appears to have more space towards the back.  I will definitely go back and try their food.,4.0,0.017,0.774,0.21,0.9493,0.045319963,0.13917561,0.81550443,0.81711227
2620,2630,Forgtmenot,"138 Division St, New York, NY 10002, USA",4.6,Joshua Clay,"when i tell you…i’m telling you…K (bartender) is all but flawless. Sweet, attentive, and patient. Took me some time to order but she stood beside me making sure i chose the right choice! Coming back with my family, thank you FMN team!",5.0,0.0,0.703,0.297,0.9454,0.0064399173,0.018247124,0.97531295,0.9747766
2621,2631,Forgtmenot,"138 Division St, New York, NY 10002, USA",4.6,Brady Brady,"While we found the food here to be better than average, the ambiance and service are what nudge this to five stars. We're from Kansas City, so we are kind of snobby about our beef; the hamburger here at ForgetMeNot was still much better than I had expected. The fun stuff all over the walls will keep you busy. We were surprised by how clean this place was despite all the knick-knackery everywhere.",5.0,0.036,0.798,0.166,0.866,0.01027532,0.045034595,0.9446901,0.95179445
2622,2632,Forgtmenot,"138 Division St, New York, NY 10002, USA",4.6,Executive Thrillseeker,"Love everything about this place!

Ownership
Bartenders
Drinks
Grilled shrimps for $13 🔥

P",5.0,0.0,0.71,0.29,0.6696,0.003345006,0.022965427,0.97368956,0.98015475
